ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,Year
13091122,JH13091122,05/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,true,1224,16,42,8,06,2026
13091123,JH13091123,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2026
13091124,JH13091124,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,19,42,8,06,2026
13091125,JH13091125,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2026
13091126,JH13091126,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,10,42,8,06,2026
13091127,JH13091127,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2026
13091128,JH13091128,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2026
13091129,JH13091129,05/12/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2026
13091130,JH13091130,05/12/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2026
13091131,JH13091131,05/12/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2026
13091132,JH13091132,05/12/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,true,1224,15,42,8,06,2026
13091133,JH13091133,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2026
13091134,JH13091134,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2026
13091135,JH13091135,05/12/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13091136,JH13091136,05/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2026
13091137,JH13091137,05/12/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13091138,JH13091138,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2026
13091139,JH13091139,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13091140,JH13091140,05/12/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,22,42,8,06,2026
13091141,JH13091141,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2026
13091142,JH13091142,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,14,42,8,06,2026
13091143,JH13091143,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2026
13091144,JH13091144,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2026
13091145,JH13091145,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,12,42,8,06,2026
13091146,JH13091146,05/12/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2026
13091147,JH13091147,05/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2026
13091148,JH13091148,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,12,42,8,06,2026
13091149,JH13091149,05/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2026
13091150,JH13091150,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2026
13091151,JH13091151,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,14,42,8,06,2026
13091152,JH13091152,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2026
13091153,JH13091153,05/12/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2026
13091154,JH13091154,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,true,1224,8,42,8,06,2026
13091155,JH13091155,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,9,42,8,06,2026
13091156,JH13091156,05/12/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,11,42,8,06,2026
13091157,JH13091157,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2026
13091158,JH13091158,05/12/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,22,42,8,06,2026
13091159,JH13091159,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13091160,JH13091160,05/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,true,1224,20,42,8,06,2026
13091161,JH13091161,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2026
13091162,JH13091162,05/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,true,1224,25,42,8,06,2026
13091163,JH13091163,05/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2026
13091164,JH13091164,05/12/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,true,false,1224,19,42,8,06,2026
13091165,JH13091165,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2026
13091166,JH13091166,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2026
13091167,JH13091167,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,14,42,8,06,2026
13091168,JH13091168,05/12/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,false,1224,19,42,8,06,2026
13091169,JH13091169,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,5,42,8,06,2026
13091170,JH13091170,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,11,42,8,06,2026
13091171,JH13091171,05/12/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,true,false,1224,15,42,8,06,2026
13091172,JH13091172,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,16,42,8,06,2026
13091173,JH13091173,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13091174,JH13091174,05/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,true,1224,24,42,8,06,2026
13091175,JH13091175,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13091176,JH13091176,05/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,true,false,1224,6,42,8,06,2026
13091177,JH13091177,05/12/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2026
13091178,JH13091178,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2026
13091179,JH13091179,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,19,42,8,06,2026
13091180,JH13091180,05/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,true,1224,18,42,8,06,2026
13091181,JH13091181,05/12/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2026
13091182,JH13091182,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2026
13091183,JH13091183,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,14,42,8,06,2026
13091184,JH13091184,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,18,42,8,06,2026
13091185,JH13091185,05/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2026
13091186,JH13091186,05/12/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2026
13091187,JH13091187,05/12/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2026
13091188,JH13091188,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,7,42,8,06,2026
13091189,JH13091189,05/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2026
13091190,JH13091190,05/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,true,1224,4,42,8,06,2026
13091191,JH13091191,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2026
13091192,JH13091192,05/12/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2026
13091193,JH13091193,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2026
13091194,JH13091194,05/12/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,14,42,8,06,2026
13091195,JH13091195,05/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,11,42,8,06,2026
13091196,JH13091196,05/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2026
13091197,JH13091197,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2026
13091198,JH13091198,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,14,42,8,06,2026
13091199,JH13091199,05/12/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,true,false,1224,8,42,8,06,2026
13091200,JH13091200,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13091201,JH13091201,05/12/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2026
13091202,JH13091202,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2026
13091203,JH13091203,05/12/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2026
13091204,JH13091204,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2026
13091205,JH13091205,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2026
13091206,JH13091206,05/12/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,11,42,8,06,2026
13091207,JH13091207,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,16,42,8,06,2026
13091208,JH13091208,05/12/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,1,42,8,06,2026
13091209,JH13091209,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2026
13091210,JH13091210,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,16,42,8,06,2026
13091211,JH13091211,05/12/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2026
13091212,JH13091212,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2026
13091213,JH13091213,05/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,true,false,1224,5,42,8,06,2026
13091214,JH13091214,05/12/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,24,42,8,06,2026
13091215,JH13091215,05/12/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,19,42,8,06,2026
13091216,JH13091216,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2026
13091217,JH13091217,05/12/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2026
13091218,JH13091218,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2026
13091219,JH13091219,05/12/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2026
13091220,JH13091220,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2026
13091221,JH13091221,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13091222,JH13091222,05/12/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,true,1224,18,42,8,06,2026
13091223,JH13091223,05/12/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13091224,JH13091224,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2026
13091225,JH13091225,05/12/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,14,42,8,06,2026
13091226,JH13091226,05/12/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,true,false,1224,25,42,8,06,2026
13091227,JH13091227,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,16,42,8,06,2026
13091228,JH13091228,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2026
13091229,JH13091229,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2026
13091230,JH13091230,05/12/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,true,false,1224,11,42,8,06,2026
13091231,JH13091231,05/12/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2026
13091232,JH13091232,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,true,1224,5,42,8,06,2026
13091233,JH13091233,05/12/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,12,42,8,06,2026
13091234,JH13091234,05/12/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13091235,JH13091235,05/12/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2026
13091236,JH13091236,05/12/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,4,42,8,06,2026
13091237,JH13091237,05/12/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2026
13091238,JH13091238,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,true,1224,4,42,8,06,2026
13091239,JH13091239,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13091240,JH13091240,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,11,42,8,06,2026
13091241,JH13091241,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,14,42,8,06,2026
13091242,JH13091242,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2026
13091243,JH13091243,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13091244,JH13091244,05/13/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2026
13091245,JH13091245,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2026
13091246,JH13091246,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2026
13091247,JH13091247,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,22,42,8,06,2026
13091248,JH13091248,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,3,42,8,06,2026
13091249,JH13091249,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2026
13091250,JH13091250,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,true,1224,17,42,8,06,2026
13091251,JH13091251,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,25,42,8,06,2026
13091252,JH13091252,05/13/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,true,1224,20,42,8,06,2026
13091253,JH13091253,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2026
13091254,JH13091254,05/13/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2026
13091255,JH13091255,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2026
13091256,JH13091256,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,15,42,8,06,2026
13091257,JH13091257,05/13/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,true,false,1224,9,42,8,06,2026
13091258,JH13091258,05/13/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,true,1224,22,42,8,06,2026
13091259,JH13091259,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,20,42,8,06,2026
13091260,JH13091260,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,20,42,8,06,2026
13091261,JH13091261,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,19,42,8,06,2026
13091262,JH13091262,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2026
13091263,JH13091263,05/13/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,10,42,8,06,2026
13091264,JH13091264,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,15,42,8,06,2026
13091265,JH13091265,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,16,42,8,06,2026
13091266,JH13091266,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,19,42,8,06,2026
13091267,JH13091267,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2026
13091268,JH13091268,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2026
13091269,JH13091269,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,true,false,1224,16,42,8,06,2026
13091270,JH13091270,05/13/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,true,1224,2,42,8,06,2026
13091271,JH13091271,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,16,42,8,06,2026
13091272,JH13091272,05/13/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,true,1224,25,42,8,06,2026
13091273,JH13091273,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,12,42,8,06,2026
13091274,JH13091274,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,2,42,8,06,2026
13091275,JH13091275,05/13/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2026
13091276,JH13091276,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,11,42,8,06,2026
13091277,JH13091277,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,2,42,8,06,2026
13091278,JH13091278,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2026
13091279,JH13091279,05/13/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,true,true,1224,5,42,8,06,2026
13091280,JH13091280,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BURGLARY,$500 AND UNDER,STREET,true,false,1224,14,42,8,06,2026
13091281,JH13091281,05/13/2026 12:00:00 AM,100X N STATE ST,0820,CRIMINAL DAMAGE,$500 AND UNDER,STREET,false,false,1224,16,42,8,06,2026
13091282,JH13091282,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2026
13091283,JH13091283,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,7,42,8,06,2026
13091284,JH13091284,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,true,1224,17,42,8,06,2026
13091285,JH13091285,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,true,1224,25,42,8,06,2026
13091286,JH13091286,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,17,42,8,06,2026
13091287,JH13091287,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,false,false,1224,12,42,8,06,2026
13091288,JH13091288,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,1224,6,42,8,06,2026
13091289,JH13091289,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1224,24,42,8,06,2026
13091290,JH13091290,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,false,false,1224,3,42,8,06,2026
13091291,JH13091291,05/13/2026 12:00:00 AM,100X N STATE ST,0820,MOTOR VEHICLE THEFT,$500 AND UNDER,STREET,false,false,1224,8,42,8,06,2026
13091292,JH13091292,05/13/2026 12:00:00 AM,100X N STATE ST,0820,NARCOTICS,$500 AND UNDER,STREET,true,false,1224,7,42,8,06,2026
13091293,JH13091293,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ROBBERY,$500 AND UNDER,STREET,false,false,1224,6,42,8,06,2026
13091294,JH13091294,05/13/2026 12:00:00 AM,100X N STATE ST,0820,ASSAULT,$500 AND UNDER,STREET,true,false,1224,10,42,8,06,2026
13091295,JH13091295,05/13/2026 12:00:00 AM,100X N STATE ST,0820,OTHER OFFENSE,$500 AND UNDER,STREET,false,false,1224,5,42,8,06,2026
13091296,JH13091296,05/13/2026 12:00:00 AM,100X N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,12,42,8,06,2026
13091297,JH13091297,05/13/2026 12:00:00 AM,100X N STATE ST,0820,DECEPTIVE PRACTICE,$500 AND UNDER,STREET,true,false,1224,9,42,8,06,2026
13091298,JH13091298,05/13/2026 12:00:00 AM,100X N STATE ST,0820,BATTERY,$500 AND UNDER,STREET,false,false,1224,9,42,8,06,2026
