CustomerID,Top10_RandomForest,Top10_Popularity
12347,"[10085, 10294, 10188, 10228, 10059, 10262, 10033, 10100, 10001, 10083]","[10228, 10188, 10085, 10294, 10262, 10237, 10003, 10245, 10171, 10005]"
12348,"[10188, 10085, 10268, 10294, 10144, 10163, 10170, 10067, 10073, 10223]","[10268, 10188, 10085, 10294, 10144, 10003, 10245, 10171, 10223, 10045]"
12349,"[10188, 10197, 10085, 10228, 10294, 10144, 10073, 10114, 10135, 10104]","[10197, 10228, 10188, 10085, 10294, 10237, 10144, 10003, 10171, 10005]"
12350,"[10085, 10294, 10171, 10223, 10099, 10112, 10033, 10083, 10125, 10224]","[10085, 10294, 10237, 10003, 10245, 10180, 10171, 10005, 10223, 10112]"
12351,"[10268, 10294, 10188, 10228, 10240, 10237, 10059, 10171, 10094, 10021]","[10268, 10228, 10188, 10294, 10237, 10245, 10171, 10223, 10112, 10125]"
12352,"[10268, 10294, 10144, 10223, 10180, 10125, 10171, 10083, 10099, 10033]","[10268, 10294, 10144, 10003, 10245, 10180, 10171, 10005, 10223, 10045]"
12354,"[10033, 10085, 10228, 10059, 10083, 10171, 10100, 10243, 10099, 10213]","[10228, 10085, 10262, 10237, 10144, 10180, 10171, 10223, 10045, 10112]"
12355,"[10281, 10021, 10135, 10094, 10104, 10075, 10217, 10203, 10184, 10229]","[10188, 10085, 10262, 10237, 10144, 10180, 10171, 10005, 10223, 10112]"
12356,"[10197, 10294, 10085, 10188, 10262, 10228, 10146, 10063, 10184, 10038]","[10197, 10228, 10188, 10085, 10294, 10262, 10237, 10144, 10003, 10245]"
12357,"[10085, 10228, 10262, 10135, 10033, 10223, 10059, 10224, 10180, 10172]","[10228, 10085, 10262, 10180, 10171, 10005, 10223, 10045, 10112, 10033]"
12358,"[10228, 10268, 10262, 10144, 10180, 10170, 10125, 10099, 10083, 10059]","[10268, 10228, 10262, 10237, 10144, 10003, 10245, 10180, 10045, 10112]"
12359,"[10228, 10085, 10268, 10144, 10223, 10125, 10180, 10224, 10059, 10217]","[10268, 10228, 10085, 10237, 10144, 10003, 10245, 10180, 10171, 10005]"
12360,"[10197, 10085, 10228, 10294, 10114, 10163, 10067, 10071, 10170, 10073]","[10197, 10228, 10085, 10294, 10237, 10144, 10003, 10245, 10180, 10005]"
12362,"[10197, 10085, 10281, 10294, 10188, 10262, 10275, 10094, 10125, 10228]","[10197, 10228, 10188, 10085, 10294, 10262, 10237, 10144, 10003, 10245]"
12363,"[10228, 10188, 10099, 10171, 10059, 10112, 10100, 10033, 10125, 10217]","[10228, 10188, 10237, 10144, 10245, 10180, 10171, 10005, 10223, 10045]"
12364,"[10197, 10085, 10188, 10262, 10228, 10180, 10272, 10139, 10237, 10059]","[10197, 10228, 10188, 10085, 10262, 10237, 10245, 10180, 10171, 10005]"
12366,"[10085, 10188, 10294, 10228, 10144, 10243, 10223, 10180, 10163, 10114]","[10228, 10188, 10085, 10294, 10237, 10144, 10245, 10180, 10171, 10223]"
12367,"[10197, 10188, 10294, 10099, 10213, 10033, 10223, 10184, 10048, 10172]","[10197, 10188, 10294, 10144, 10003, 10245, 10171, 10005, 10223, 10112]"
12368,"[10294, 10228, 10262, 10170, 10073, 10223, 10163, 10243, 10114, 10067]","[10228, 10294, 10262, 10237, 10003, 10245, 10180, 10171, 10223, 10045]"
12369,"[10171, 10099, 10085, 10228, 10281, 10294, 10275, 10033, 10005, 10170]","[10228, 10085, 10294, 10262, 10237, 10144, 10003, 10245, 10180, 10171]"
12370,"[10073, 10114, 10067, 10170, 10071, 10145, 10182, 10023, 10201, 10132]","[10228, 10262, 10237, 10144, 10003, 10245, 10171, 10005, 10045, 10125]"
12371,"[10085, 10294, 10188, 10033, 10059, 10195, 10083, 10100, 10228, 10262]","[10228, 10188, 10085, 10294, 10262, 10144, 10003, 10245, 10180, 10171]"
12372,"[10294, 10188, 10001, 10094, 10059, 10228, 10100, 10275, 10217, 10083]","[10228, 10188, 10294, 10262, 10237, 10144, 10003, 10245, 10180, 10171]"
12373,"[10281, 10099, 10085, 10171, 10275, 10112, 10217, 10184, 10240, 10125]","[10085, 10262, 10003, 10180, 10171, 10223, 10112, 10125, 10033, 10240]"
12374,"[10085, 10294, 10188, 10228, 10223, 10144, 10125, 10171, 10240, 10112]","[10228, 10188, 10085, 10294, 10237, 10144, 10245, 10180, 10171, 10005]"
12375,"[10294, 10144, 10170, 10114, 10163, 10060, 10067, 10223, 10073, 10180]","[10294, 10237, 10144, 10245, 10180, 10171, 10005, 10223, 10045, 10125]"
12376,"[10085, 10228, 10294, 10268, 10223, 10171, 10005, 10099, 10125, 10180]","[10268, 10228, 10085, 10294, 10237, 10245, 10180, 10171, 10005, 10223]"
12377,"[10197, 10085, 10224, 10274, 10268, 10262, 10100, 10033, 10083, 10059]","[10268, 10197, 10085, 10262, 10237, 10144, 10003, 10245, 10180, 10005]"
12378,"[10085, 10188, 10294, 10223, 10112, 10099, 10217, 10083, 10033, 10240]","[10188, 10085, 10294, 10262, 10237, 10144, 10003, 10245, 10180, 10223]"
12379,"[10188, 10224, 10059, 10125, 10223, 10083, 10180, 10033, 10262, 10243]","[10188, 10262, 10237, 10003, 10180, 10171, 10223, 10045, 10112, 10125]"
12380,"[10085, 10197, 10294, 10188, 10262, 10228, 10180, 10003, 10100, 10083]","[10197, 10228, 10188, 10085, 10294, 10262, 10237, 10144, 10003, 10245]"
12381,"[10188, 10085, 10228, 10294, 10262, 10059, 10033, 10180, 10224, 10144]","[10228, 10188, 10085, 10294, 10262, 10237, 10144, 10003, 10245, 10180]"
12383,"[10085, 10294, 10099, 10151, 10125, 10262, 10154, 10146, 10217, 10104]","[10085, 10294, 10262, 10237, 10144, 10245, 10180, 10171, 10005, 10112]"
12384,"[10197, 10228, 10268, 10262, 10144, 10125, 10171, 10281, 10217, 10112]","[10268, 10197, 10228, 10262, 10237, 10144, 10180, 10171, 10005, 10112]"
12385,"[10197, 10085, 10228, 10188, 10262, 10237, 10048, 10245, 10033, 10144]","[10197, 10228, 10188, 10085, 10262, 10237, 10144, 10245, 10180, 10171]"
12387,"[10268, 10085, 10228, 10294, 10262, 10083, 10033, 10237, 10059, 10195]","[10268, 10228, 10085, 10294, 10262, 10237, 10144, 10003, 10245, 10180]"
12389,"[10197, 10188, 10228, 10223, 10125, 10099, 10112, 10262, 10083, 10073]","[10197, 10228, 10188, 10262, 10237, 10144, 10245, 10180, 10171, 10005]"
12390,"[10197, 10085, 10188, 10262, 10228, 10144, 10171, 10223, 10099, 10125]","[10197, 10228, 10188, 10085, 10262, 10144, 10003, 10245, 10180, 10171]"
12391,"[10197, 10059, 10268, 10083, 10228, 10100, 10033, 10099, 10195, 10262]","[10268, 10197, 10228, 10262, 10237, 10144, 10003, 10245, 10005, 10223]"
12392,"[10197, 10268, 10085, 10228, 10188, 10146, 10151, 10154, 10262, 10055]","[10268, 10197, 10228, 10188, 10085, 10262, 10144, 10003, 10245, 10171]"
12393,"[10085, 10188, 10144, 10237, 10003, 10180, 10005, 10045, 10125, 10001]","[10188, 10085, 10237, 10144, 10003, 10180, 10005, 10045, 10125, 10240]"
12394,"[10197, 10228, 10059, 10033, 10224, 10100, 10099, 10112, 10162, 10171]","[10197, 10228, 10237, 10144, 10003, 10245, 10180, 10171, 10005, 10045]"
12396,"[10197, 10188, 10294, 10262, 10180, 10228, 10112, 10237, 10171, 10240]","[10197, 10228, 10188, 10294, 10262, 10237, 10245, 10180, 10171, 10005]"
12398,"[10197, 10085, 10188, 10059, 10033, 10100, 10083, 10294, 10228, 10125]","[10197, 10228, 10188, 10085, 10294, 10262, 10237, 10144, 10003, 10245]"
12399,"[10197, 10228, 10085, 10217, 10281, 10195, 10033, 10059, 10083, 10100]","[10197, 10228, 10085, 10294, 10237, 10144, 10180, 10045, 10112, 10125]"
12400,"[10085, 10197, 10294, 10188, 10228, 10262, 10237, 10033, 10059, 10169]","[10197, 10228, 10188, 10085, 10294, 10262, 10237, 10003, 10180, 10005]"
12401,"[10268, 10197, 10188, 10085, 10294, 10237, 10144, 10033, 10059, 10003]","[10268, 10197, 10188, 10085, 10294, 10237, 10144, 10003, 10245, 10180]"
12402,"[10188, 10294, 10262, 10144, 10073, 10067, 10173, 10135, 10170, 10114]","[10188, 10294, 10262, 10237, 10144, 10180, 10171, 10005, 10045, 10112]"
12403,"[10228, 10085, 10268, 10073, 10059, 10224, 10170, 10213, 10254, 10171]","[10268, 10228, 10085, 10237, 10245, 10171, 10005, 10223, 10045, 10112]"
12404,"[10188, 10085, 10224, 10294, 10262, 10125, 10100, 10059, 10281, 10083]","[10188, 10085, 10294, 10262, 10144, 10003, 10180, 10171, 10005, 10223]"
12405,"[10268, 10294, 10085, 10188, 10228, 10146, 10049, 10063, 10171, 10223]","[10268, 10228, 10188, 10085, 10294, 10003, 10245, 10180, 10171, 10005]"
12406,"[10197, 10085, 10188, 10262, 10099, 10100, 10240, 10083, 10001, 10059]","[10197, 10188, 10085, 10262, 10237, 10144, 10003, 10245, 10180, 10171]"
12407,"[10014, 10146, 10172, 10075, 10094, 10021, 10055, 10274, 10092, 10155]","[10197, 10188, 10003, 10245, 10180, 10005, 10045, 10033, 10240, 10195]"
12408,"[10188, 10228, 10223, 10171, 10135, 10021, 10180, 10170, 10073, 10184]","[10228, 10188, 10245, 10180, 10171, 10005, 10223, 10045, 10112, 10033]"
12409,"[10197, 10171, 10112, 10188, 10294, 10217, 10228, 10240, 10005, 10144]","[10197, 10228, 10188, 10294, 10237, 10144, 10003, 10180, 10171, 10005]"
12410,"[10268, 10197, 10085, 10228, 10262, 10144, 10033, 10135, 10125, 10112]","[10268, 10197, 10228, 10085, 10262, 10237, 10144, 10003, 10180, 10223]"
12411,"[10268, 10085, 10188, 10262, 10228, 10171, 10139, 10144, 10237, 10100]","[10268, 10228, 10188, 10085, 10262, 10237, 10144, 10003, 10245, 10180]"
12412,"[10294, 10262, 10144, 10060, 10223, 10163, 10170, 10067, 10247, 10281]","[10294, 10262, 10237, 10144, 10003, 10245, 10180, 10171, 10005, 10223]"
12413,"[10114, 10163, 10073, 10071, 10021, 10243, 10170, 10023, 10201, 10095]","[10197, 10228, 10188, 10085, 10294, 10144, 10003, 10180, 10171, 10005]"
12414,"[10268, 10197, 10085, 10294, 10262, 10083, 10033, 10059, 10195, 10125]","[10268, 10197, 10085, 10294, 10262, 10237, 10144, 10245, 10180, 10171]"
12415,"[10188, 10085, 10294, 10262, 10144, 10163, 10201, 10114, 10067, 10247]","[10188, 10085, 10294, 10262, 10237, 10144, 10003, 10180, 10171, 10005]"
12416,"[10085, 10228, 10217, 10038, 10294, 10059, 10033, 10083, 10139, 10125]","[10228, 10085, 10294, 10237, 10144, 10003, 10245, 10180, 10171, 10005]"
12417,"[10197, 10085, 10228, 10294, 10059, 10262, 10180, 10033, 10100, 10083]","[10197, 10228, 10085, 10294, 10262, 10144, 10003, 10245, 10180, 10171]"
12418,"[10104, 10114, 10067, 10243, 10137, 10018, 10071, 10145, 10213, 10170]","[10085, 10262, 10144, 10003, 10180, 10171, 10005, 10223, 10045, 10125]"
12419,"[10197, 10085, 10228, 10294, 10223, 10125, 10083, 10171, 10112, 10100]","[10197, 10228, 10085, 10294, 10237, 10003, 10171, 10005, 10223, 10045]"
12420,"[10197, 10085, 10228, 10294, 10262, 10144, 10163, 10180, 10237, 10021]","[10197, 10228, 10085, 10294, 10262, 10237, 10144, 10003, 10180, 10171]"
12421,"[10188, 10197, 10262, 10294, 10033, 10180, 10144, 10059, 10083, 10224]","[10197, 10188, 10294, 10262, 10237, 10144, 10003, 10245, 10180, 10005]"
12422,"[10188, 10228, 10262, 10163, 10067, 10251, 10281, 10205, 10146, 10104]","[10228, 10188, 10262, 10237, 10003, 10245, 10171, 10005, 10223, 10045]"
12423,"[10085, 10262, 10144, 10223, 10163, 10073, 10114, 10171, 10170, 10243]","[10085, 10262, 10237, 10144, 10245, 10171, 10223, 10045, 10033, 10240]"
12424,"[10085, 10228, 10262, 10144, 10237, 10180, 10003, 10171, 10245, 10163]","[10228, 10085, 10262, 10237, 10144, 10003, 10245, 10180, 10171, 10005]"
12425,"[10188, 10223, 10083, 10228, 10085, 10217, 10099, 10294, 10100, 10171]","[10228, 10188, 10085, 10294, 10262, 10237, 10144, 10003, 10245, 10171]"
12426,"[10188, 10085, 10228, 10294, 10268, 10224, 10083, 10059, 10180, 10262]","[10268, 10228, 10188, 10085, 10294, 10262, 10144, 10003, 10245, 10180]"
12427,"[10197, 10188, 10228, 10262, 10144, 10223, 10171, 10099, 10125, 10180]","[10197, 10228, 10188, 10262, 10144, 10180, 10171, 10005, 10223, 10045]"
12428,"[10228, 10085, 10294, 10224, 10125, 10099, 10213, 10242, 10195, 10198]","[10228, 10085, 10294, 10237, 10144, 10003, 10245, 10180, 10171, 10005]"
12429,"[10197, 10188, 10171, 10099, 10112, 10100, 10223, 10217, 10262, 10033]","[10197, 10188, 10262, 10237, 10003, 10245, 10180, 10171, 10223, 10045]"
12430,"[10228, 10188, 10224, 10083, 10100, 10125, 10195, 10112, 10240, 10262]","[10228, 10188, 10262, 10237, 10144, 10003, 10245, 10005, 10223, 10045]"
12431,"[10197, 10085, 10223, 10180, 10262, 10083, 10144, 10099, 10073, 10033]","[10197, 10085, 10262, 10237, 10144, 10003, 10245, 10180, 10005, 10223]"
12432,"[10268, 10188, 10228, 10294, 10262, 10171, 10033, 10100, 10281, 10195]","[10268, 10228, 10188, 10294, 10262, 10237, 10003, 10171, 10005, 10045]"
12433,"[10197, 10268, 10294, 10262, 10104, 10228, 10273, 10146, 10204, 10299]","[10268, 10197, 10228, 10294, 10262, 10144, 10003, 10245, 10180, 10171]"
12434,"[10197, 10268, 10228, 10099, 10049, 10294, 10223, 10146, 10262, 10171]","[10268, 10197, 10228, 10294, 10262, 10237, 10003, 10245, 10180, 10171]"
12435,"[10262, 10144, 10223, 10033, 10125, 10217, 10059, 10021, 10135, 10099]","[10262, 10237, 10144, 10003, 10245, 10180, 10223, 10045, 10125, 10033]"
12436,"[10197, 10188, 10085, 10228, 10033, 10099, 10171, 10144, 10125, 10112]","[10197, 10228, 10188, 10085, 10144, 10003, 10245, 10180, 10171, 10112]"
12437,"[10085, 10188, 10294, 10262, 10170, 10243, 10073, 10163, 10173, 10298]","[10188, 10085, 10294, 10262, 10003, 10005, 10045, 10112, 10125, 10099]"
12439,"[10224, 10125, 10083, 10144, 10262, 10100, 10059, 10139, 10073, 10033]","[10262, 10144, 10245, 10171, 10005, 10045, 10112, 10125, 10033, 10240]"
12440,"[10085, 10197, 10262, 10228, 10180, 10240, 10112, 10059, 10223, 10083]","[10197, 10228, 10085, 10262, 10003, 10245, 10180, 10005, 10223, 10112]"
12441,"[10188, 10085, 10294, 10262, 10083, 10059, 10033, 10217, 10228, 10100]","[10228, 10188, 10085, 10294, 10262, 10144, 10003, 10245, 10180, 10171]"
12442,"[10085, 10067, 10163, 10114, 10060, 10071, 10247, 10170, 10201, 10205]","[10085, 10237, 10003, 10245, 10180, 10171, 10223, 10045, 10112, 10125]"
12443,"[10085, 10033, 10001, 10294, 10059, 10045, 10217, 10171, 10240, 10180]","[10085, 10294, 10237, 10144, 10003, 10180, 10171, 10005, 10045, 10125]"
12444,"[10197, 10188, 10228, 10294, 10217, 10224, 10125, 10172, 10281, 10038]","[10197, 10228, 10188, 10294, 10237, 10144, 10180, 10171, 10005, 10223]"
12445,"[10085, 10217, 10151, 10172, 10223, 10139, 10094, 10154, 10100, 10125]","[10085, 10237, 10144, 10003, 10245, 10180, 10171, 10005, 10223, 10045]"
12446,"[10228, 10262, 10099, 10171, 10005, 10237, 10021, 10217, 10045, 10223]","[10228, 10262, 10237, 10245, 10180, 10171, 10005, 10223, 10045, 10125]"
12447,"[10294, 10188, 10262, 10033, 10083, 10059, 10100, 10228, 10217, 10195]","[10228, 10188, 10294, 10262, 10237, 10144, 10003, 10245, 10180, 10171]"
12448,"[10197, 10188, 10262, 10228, 10224, 10094, 10033, 10083, 10195, 10059]","[10197, 10228, 10188, 10262, 10237, 10144, 10003, 10245, 10171, 10005]"
12449,"[10085, 10294, 10188, 10262, 10154, 10268, 10151, 10195, 10217, 10224]","[10268, 10188, 10085, 10294, 10262, 10237, 10144, 10003, 10245, 10180]"
