ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,NumDealsPurchases,NumWebPurchases,NumStorePurchases,Response
1663,1997,Basic,Married,55040.986620459604,1,0,22,378,90,18,1,1,8,0
1664,1994,Graduation,Single,52847.89973477582,0,0,39,9,37,13,1,5,5,0
1665,1950,Master,Single,61099.523382380416,1,0,62,140,17,275,1,6,4,0
1666,1971,Graduation,Single,70349.79791569788,0,0,1,299,5,83,4,3,6,0
1667,1966,2n Cycle,Married,106547.19404818998,1,0,78,221,18,90,2,4,6,0
1668,1956,Graduation,Single,22759.32966464799,0,0,86,115,28,282,1,10,3,0
1669,1974,Graduation,Together,65737.24254572882,0,0,85,46,12,145,2,3,4,0
1670,1994,Master,Married,53966.1541677658,0,0,72,241,21,29,0,8,5,0
1671,1953,Graduation,Together,15108.475377788229,0,0,46,101,4,35,4,2,4,0
1672,1985,2n Cycle,Married,76990.61447303454,1,1,29,79,18,0,3,4,2,0
1673,1955,2n Cycle,Married,60423.46453163895,0,0,15,152,2,186,3,6,6,0
1674,1980,PhD,Single,67996.12585640313,0,0,58,461,1,99,5,4,6,0
1675,1968,Graduation,Married,18011.621098046344,0,1,46,200,58,449,3,5,8,0
1676,1993,PhD,Together,47591.66145003583,1,0,29,73,6,187,1,4,3,0
1677,1988,Graduation,Married,30416.06110211408,1,1,8,37,25,16,3,4,7,0
1678,1976,Graduation,Divorced,95262.01885361224,0,1,64,207,4,26,1,5,4,0
1679,1959,Master,Widow,74891.00691488762,0,0,58,474,9,104,4,7,7,0
1680,1975,Graduation,Divorced,38380.64433429076,1,0,63,317,13,388,3,2,4,0
1681,1968,Graduation,Married,21267.221981007955,0,2,7,79,4,42,0,8,4,1
1682,1988,2n Cycle,Married,55881.1013276751,0,0,51,172,1,261,5,3,2,0
1683,1952,Graduation,Together,73848.4400458872,0,1,17,579,62,56,3,3,5,0
1684,1994,Graduation,Married,17298.92789128141,0,0,90,58,0,47,3,2,9,0
1685,1962,2n Cycle,Married,33364.50658013661,0,0,81,227,1,347,7,5,6,0
1686,1999,Graduation,Together,29888.305819720823,1,0,95,132,49,7,1,3,5,1
1687,1977,Master,Together,69338.92331821175,0,0,57,39,9,162,2,4,3,0
1688,1969,2n Cycle,Widow,44603.41822910975,1,0,48,15,38,6,2,4,5,0
1689,1977,2n Cycle,Married,45441.26955244989,0,1,31,243,4,241,4,2,5,0
1690,1957,PhD,Married,55493.093612779354,1,2,47,6,8,265,2,5,7,1
1691,1990,Graduation,Married,34434.38375341972,0,1,44,32,25,335,1,0,4,0
1692,1988,Graduation,Divorced,23126.265265448706,0,0,53,128,134,30,2,4,6,0
1693,1950,Master,Single,79393.7032472057,0,1,99,13,2,19,2,4,2,1
1694,1952,Basic,Single,81249.71416959188,0,1,99,153,15,105,1,1,10,1
1695,1962,PhD,Divorced,55591.649189263575,0,2,84,41,1,47,1,2,8,0
1696,1977,Graduation,Together,57043.1101133524,1,0,45,129,6,139,2,2,9,0
1697,1998,Graduation,Together,77220.27953160016,0,1,95,469,71,108,3,3,7,0
1698,1974,Graduation,Married,55133.0711320748,2,0,30,295,3,23,1,2,3,0
1699,1982,Master,Together,43618.44188112709,2,0,36,176,58,201,3,4,12,1
1700,1987,Graduation,Together,52786.78253554926,0,2,15,28,5,244,3,3,9,0
1701,1955,2n Cycle,Together,79863.37274334945,2,0,45,289,59,494,1,1,4,0
1702,1993,Master,Divorced,53066.433368576116,0,0,45,53,23,75,3,2,6,0
1703,1994,Graduation,Widow,38612.34930692895,0,1,77,23,63,61,1,5,7,0
1704,1981,PhD,Single,54940.04098570195,0,0,87,327,4,32,4,3,9,1
1705,1994,Graduation,Single,65124.46275071528,0,1,88,729,43,29,1,3,5,0
1706,1996,PhD,Single,62725.06989811397,0,1,60,185,34,58,1,0,5,0
1707,1970,Master,Married,63056.47896143219,2,0,45,12,23,601,2,0,5,0
1708,1965,Master,Married,35466.4464173314,0,0,50,636,49,14,1,4,10,0
1709,1970,Master,Single,67402.07133116914,0,1,61,20,31,45,3,7,3,0
1710,1960,Graduation,Single,52569.318784245785,1,0,34,606,62,13,2,4,7,0
1711,1986,Graduation,Married,37764.1766506109,0,2,80,149,14,47,2,5,3,1
1712,1985,Master,Divorced,67243.03427304067,0,1,41,136,26,14,1,3,7,0
1713,1984,Graduation,Married,42927.22302166472,1,0,44,234,61,106,0,3,4,0
1714,1968,Graduation,Married,20514.05302888894,0,0,67,944,7,86,2,5,3,0
1715,1969,Graduation,Single,31987.95237779356,0,2,74,687,19,28,1,4,5,0
1716,1967,PhD,Married,48367.26133905834,0,0,46,190,97,28,2,5,2,0
1717,1996,Graduation,Married,63566.04564222558,0,0,78,357,19,147,4,2,3,0
1718,1990,PhD,Married,34718.60095823818,2,1,29,260,8,73,3,5,5,0
1719,1998,2n Cycle,Single,47186.7507912493,1,1,23,354,12,8,0,6,5,0
1720,1963,Graduation,Together,27667.85536673884,0,1,65,530,64,379,4,3,5,0
1721,1964,Graduation,Single,71640.65832479623,0,0,42,10,92,77,0,2,9,0
1722,1980,Graduation,Together,86346.62227911103,0,1,33,118,89,134,7,3,6,0
1723,1950,Basic,Married,84185.65048976641,2,1,22,960,36,324,0,4,8,0
1724,1952,Graduation,Widow,71299.59100972276,0,1,60,894,21,77,2,3,12,0
1725,1965,Graduation,Married,69250.19914240524,0,2,94,3,6,257,4,9,8,0
1726,1972,Graduation,Widow,15000.0,1,0,36,67,3,369,2,4,5,0
1727,1960,Master,Together,55543.464644402105,2,1,12,1523,1,28,3,4,8,0
1728,1961,Graduation,Widow,42078.14752680184,0,2,96,203,0,334,4,4,4,0
1729,1959,Master,Married,69609.32722089802,0,0,70,255,63,19,5,3,13,0
1730,1981,2n Cycle,Together,15000.0,0,0,95,54,49,48,2,2,7,0
1731,1965,Graduation,Married,55859.354055403564,0,1,6,674,25,247,3,2,4,1
1732,1957,Master,Married,47711.12432335195,1,0,41,78,199,346,4,3,8,0
1733,1987,Graduation,Together,74368.59865862809,1,0,37,63,91,172,4,2,5,0
1734,1961,Basic,Married,82959.74107349478,1,0,51,77,31,16,3,8,7,0
1735,1973,PhD,Together,33423.07965974463,0,0,43,756,18,111,2,4,3,0
1736,1977,Basic,Married,34325.7912820637,0,0,63,364,4,127,1,4,7,0
1737,1957,Graduation,Married,56609.93242423427,0,0,12,439,21,49,2,6,9,0
1738,1977,Graduation,Single,86675.25383043083,0,2,87,141,5,711,2,8,8,0
1739,1985,Graduation,Together,53202.89354566032,1,1,27,719,15,61,4,6,3,0
1740,1975,Graduation,Together,26416.77169291339,0,1,95,467,85,35,0,3,3,0
1741,1957,Graduation,Together,39882.63107673414,0,0,81,416,12,17,6,5,4,0
1742,1999,Graduation,Single,56053.28328926923,0,1,97,1061,4,71,1,0,10,0
1743,1977,Graduation,Married,56804.04857127913,0,1,97,136,26,176,2,1,3,0
1744,1977,Graduation,Single,37918.24728815253,0,1,0,283,27,39,1,5,6,0
1745,1986,Master,Widow,39484.18612440756,1,0,42,722,6,220,0,4,3,0
1746,1990,Graduation,Single,32368.640108872034,0,0,41,469,6,21,1,9,4,0
1747,1985,Graduation,Together,74823.42367707592,1,1,94,248,136,87,1,3,4,0
1748,1976,Graduation,Together,35304.49641413221,0,1,49,23,8,181,1,3,4,0
1749,1966,Graduation,Single,42704.11592163432,0,1,59,317,54,21,3,5,6,0
1750,1958,2n Cycle,Together,42134.94166952095,2,0,0,224,19,136,1,3,8,0
1751,1982,Graduation,Married,19880.855049692174,0,0,50,61,17,240,5,3,6,0
1752,1969,Master,Married,34731.69390364368,1,1,15,641,10,135,4,1,2,0
1753,1962,2n Cycle,Single,76562.75198573076,0,0,38,126,44,107,4,3,2,0
1754,1977,Master,Married,27814.24316418544,0,1,14,147,63,273,1,7,7,0
1755,1997,PhD,Single,32727.15396347265,1,2,32,334,9,634,3,1,9,0
1756,1978,Master,Married,25349.084524414815,1,1,86,201,2,30,3,5,6,0
1757,1962,2n Cycle,Together,50187.76879537478,1,0,52,28,4,176,4,4,10,0
1758,1995,PhD,Married,89709.53442532581,0,0,97,147,47,12,0,4,14,0
1759,1984,PhD,Married,49346.11556945857,0,1,16,29,17,6,1,3,7,0
1760,1955,PhD,Widow,53335.242507087794,1,1,88,63,4,49,1,2,8,1
1761,1967,PhD,Divorced,36091.05528266023,1,0,5,2,12,530,0,4,9,0
1762,1954,PhD,Single,50767.63910415455,0,0,30,60,21,120,3,3,5,0
1763,1996,Graduation,Together,76581.00612695231,0,0,68,120,57,46,1,5,8,0
1764,1974,Graduation,Single,54858.18775276347,1,1,39,231,30,21,3,6,6,0
1765,1951,Graduation,Together,94635.40164124328,0,1,29,755,5,379,6,3,8,0
1766,1959,Graduation,Together,77189.59424611382,0,2,68,233,5,67,1,3,3,0
1767,1979,Graduation,Married,50273.67309110134,1,0,75,366,15,54,1,5,6,0
1768,1999,Graduation,Together,49884.242488157695,0,1,6,132,2,292,7,1,7,0
1769,1994,PhD,Single,84618.46275247262,0,0,12,417,42,139,2,1,10,1
1770,1954,Graduation,Widow,54746.511517104576,1,0,3,290,15,27,1,5,4,0
1771,1982,Master,Married,80178.43120543446,0,1,49,184,12,82,1,2,7,0
1772,1950,Graduation,Single,92058.14680253333,1,0,2,64,21,395,3,1,5,1
1773,1967,Graduation,Together,47915.612643517816,0,0,11,108,37,347,3,6,2,0
1774,1981,Master,Together,59039.10731870031,0,1,64,291,25,10,0,3,6,0
1775,1996,PhD,Married,71600.08369132759,0,0,26,166,48,46,0,5,9,0
1776,1998,Graduation,Together,67350.0007804504,2,0,49,660,29,25,2,3,4,0
1777,1960,Basic,Married,67209.81465841003,0,0,76,80,46,114,2,4,3,0
1778,1970,Basic,Married,25330.523456445302,0,0,16,22,35,207,2,6,7,0
1779,1975,Graduation,Single,35031.665436764015,0,2,71,267,6,52,1,3,5,1
1780,1974,Graduation,Single,42094.65958117625,0,0,31,651,1,212,3,3,5,0
1781,1971,2n Cycle,Together,76288.41606937352,0,1,83,136,70,165,1,5,5,0
1782,1976,PhD,Divorced,27292.50185746228,0,0,50,312,87,195,2,7,8,1
1783,1998,PhD,Married,82464.53414357678,0,0,16,78,38,444,3,5,6,0
1784,1962,Master,Married,67596.68228157365,0,0,33,245,38,82,0,1,7,0
1785,1982,Graduation,Single,75084.60449445547,1,1,34,463,9,62,2,2,6,1
1786,1983,Graduation,Married,33409.33845510002,1,0,98,605,23,172,2,4,5,0
1787,1990,Graduation,Married,53446.04725380261,0,1,23,33,145,247,0,1,4,0
1788,1984,Master,Married,57978.85572262632,0,0,53,132,58,31,1,3,1,0
1789,1950,PhD,Married,57099.34004045387,1,2,17,306,10,281,1,3,6,0
1790,1970,PhD,Single,57913.14801693435,1,1,49,10,10,8,1,5,5,0
1791,1997,Graduation,Married,46469.47039209777,0,1,45,351,19,0,2,10,8,0
1792,1955,Graduation,Together,54704.141621273186,2,1,47,225,15,25,4,5,8,0
1793,1977,Graduation,Married,72671.27910130373,0,1,32,102,13,577,0,2,7,0
1794,1966,Master,Single,28669.753831182195,0,1,86,505,29,111,3,4,5,0
1795,1954,PhD,Married,82941.00237810807,0,0,88,102,0,7,1,4,3,0
1796,1980,Graduation,Single,71637.97912736895,2,0,26,1427,43,880,1,4,9,0
1797,1954,Basic,Together,32695.962146333335,0,1,0,508,40,204,0,3,5,1
1798,1987,Graduation,Married,59676.72086910643,1,0,84,369,53,273,1,5,4,0
1799,1952,2n Cycle,Together,70029.97552316089,0,0,58,18,55,35,1,2,5,0
1800,1972,Graduation,Married,27294.133522286324,0,0,9,703,25,16,1,2,3,0
1801,1986,PhD,Together,52839.56866753202,0,0,94,468,45,108,1,2,14,0
1802,1986,Graduation,Married,50429.693983299876,1,1,24,78,20,221,1,4,10,0
1803,1959,2n Cycle,Divorced,39088.38914986211,0,0,83,149,90,152,2,7,7,0
1804,1959,Graduation,Married,53847.13673528026,0,2,56,93,6,149,4,2,10,0
1805,1968,Graduation,Single,39994.2684807442,0,2,65,1248,74,212,6,8,7,0
1806,1966,Graduation,Married,79486.14137941474,1,2,14,577,8,38,1,2,5,0
1807,1970,Graduation,Married,39467.113573451796,0,0,27,798,3,162,1,8,7,0
1808,1963,Graduation,Together,67839.57880026316,0,0,12,466,17,74,2,6,9,0
1809,1958,2n Cycle,Divorced,18892.27224759671,0,2,13,182,28,10,1,8,8,0
1810,1995,Graduation,Married,48763.80392300078,2,2,65,68,7,33,0,5,4,0
1811,1950,Master,Married,52246.22314702718,1,1,33,69,24,236,1,4,6,0
1812,1994,PhD,Married,48114.17898768939,1,0,98,49,49,339,2,4,8,0
1813,1962,PhD,Married,44073.63405609218,0,0,24,237,8,49,0,5,5,0
1814,1953,Graduation,Married,38649.69949309755,0,1,53,757,26,31,1,5,5,0
1815,1950,Graduation,Together,67090.81560029805,2,0,78,1441,12,4,2,5,7,0
1816,1998,Master,Married,71989.1571019076,0,1,11,101,22,442,2,4,10,0
1817,1989,2n Cycle,Married,50356.782282866996,0,1,8,358,32,172,5,4,3,0
1818,1981,Graduation,Single,30067.249839567205,0,1,30,272,12,472,0,4,8,0
1819,1983,Graduation,Married,87878.98662773657,2,0,77,201,155,299,2,3,7,1
1820,1977,Graduation,Married,34404.05134184239,0,0,92,328,24,62,3,3,6,0
1821,1980,2n Cycle,Married,22811.554830337052,0,2,52,139,52,17,1,3,10,1
1822,1957,Graduation,Together,15000.0,1,1,42,867,38,103,1,5,7,1
1823,1988,Graduation,Married,53989.03793825321,0,1,37,366,57,4,4,1,2,0
1824,1975,Basic,Together,47651.67228969527,0,1,41,420,5,24,1,3,5,0
1825,1983,Graduation,Married,72619.13298292679,2,1,71,83,7,39,3,6,6,0
1826,1952,Graduation,Together,64221.691268910945,2,1,47,55,20,164,2,4,6,0
1827,1999,PhD,Married,57804.02449170076,1,0,66,150,57,106,4,6,4,0
1828,1961,2n Cycle,Together,46572.65609074501,1,0,65,436,6,54,3,4,4,0
1829,1950,Graduation,Single,74199.54544395334,0,0,15,838,106,124,3,3,8,1
1830,1993,Graduation,Together,89347.79803505066,2,0,82,167,4,20,6,3,3,1
1831,1954,Graduation,Married,72179.58398259808,0,0,93,446,5,211,2,2,5,0
1832,1979,Graduation,Married,42729.3673830158,1,0,15,190,5,186,3,4,4,0
1833,1979,PhD,Married,67631.3110776435,2,1,30,104,26,36,0,2,7,0
1834,1966,Graduation,Married,43958.2054906557,1,0,57,403,74,139,1,2,9,0
1835,1997,Graduation,Married,29898.653682800512,1,0,27,480,8,104,3,3,4,0
1836,1996,Graduation,Single,34019.218757561095,1,0,3,68,24,9,3,3,9,0
1837,1972,PhD,Married,44836.431917245085,0,1,9,109,5,48,0,5,6,0
1838,1964,PhD,Together,54079.193579270875,1,0,50,204,29,1135,3,2,3,0
1839,1986,Basic,Together,93211.62305150917,0,0,17,61,3,15,2,7,9,0
1840,1970,Graduation,Together,34366.21048776265,0,0,46,792,20,105,5,6,3,0
1841,1963,Master,Married,78469.76979382656,0,1,31,268,31,283,4,7,5,0
1842,1951,Master,Single,45654.808966148616,0,2,29,38,25,53,2,2,3,0
1843,1960,Graduation,Married,15000.0,1,2,35,61,4,45,1,3,3,0
1844,1988,Graduation,Single,41885.47994139324,2,0,8,926,5,332,1,4,4,1
1845,1987,Graduation,Single,75533.93986335382,0,1,35,402,33,54,1,3,8,0
1846,1983,Graduation,Single,58893.39038658472,0,0,28,397,49,158,3,6,8,0
1847,1987,Graduation,Together,60089.02397327914,0,0,15,22,71,202,2,5,6,0
1848,1999,Graduation,Married,78570.0801768876,2,0,91,676,50,233,0,2,7,1
1849,1983,Graduation,Married,31273.274221285446,0,0,20,175,109,787,0,8,3,1
1850,1967,Master,Together,30964.991398154994,1,1,63,323,15,243,2,3,6,0
1851,1979,Graduation,Married,15000.0,2,0,65,963,12,160,1,4,8,1
1852,1964,Master,Divorced,69541.6414248557,0,0,58,31,0,338,3,2,7,0
1853,1976,PhD,Married,63249.68467259206,2,0,98,197,17,354,3,4,5,0
1854,1983,Basic,Married,66479.33039182228,2,0,27,15,31,542,0,4,3,0
1855,1987,PhD,Married,28339.77551886439,2,1,54,207,50,224,5,6,4,0
1856,1982,Graduation,Married,19915.020881602944,0,1,99,87,9,32,2,3,9,1
1857,1973,PhD,Together,25607.633831333347,0,1,30,725,21,185,1,4,5,0
1858,1964,Graduation,Single,33548.55455282591,1,0,32,152,32,11,2,4,7,1
1859,1979,Graduation,Single,83079.17817825709,0,0,86,301,24,57,1,6,6,0
1860,1991,2n Cycle,Single,72002.53447565003,1,0,59,590,9,18,3,7,5,0
1861,1966,Graduation,Divorced,42835.5871875936,0,2,40,1234,47,449,3,2,4,0
1862,1954,Graduation,Single,57985.039865199695,0,2,80,210,5,62,0,4,6,0
1863,1978,Master,Married,38432.75507704522,0,1,45,182,70,187,4,5,3,1
1864,1953,Basic,Single,59285.59521563314,0,0,48,23,91,127,1,3,5,0
1865,1959,PhD,Married,29238.085245160037,0,0,64,3,13,17,1,0,10,0
1866,1966,Graduation,Married,67005.02891947862,0,0,41,281,14,123,0,5,9,0
1867,1959,PhD,Together,35005.93404831214,0,1,22,20,40,162,5,5,6,0
1868,1966,Graduation,Married,68118.30057086314,1,1,26,143,18,319,2,4,7,1
1869,1969,Master,Married,43451.54183611316,1,1,88,1,0,10,0,2,5,0
1870,1973,2n Cycle,Married,36198.48092803452,0,1,31,286,75,52,3,5,4,0
1871,1954,Master,Married,84259.93434499312,0,0,82,166,16,176,3,7,2,0
1872,1983,Basic,Divorced,55538.92369787531,0,0,87,40,6,5,3,6,8,0
1873,1955,Graduation,Married,45556.37257902885,0,0,2,105,24,34,2,3,5,0
1874,1951,Master,Married,67163.56616702529,0,0,59,252,7,37,2,2,1,0
1875,1962,Master,Together,25200.178608502298,0,0,75,320,6,165,1,5,7,0
1876,1992,Graduation,Married,74137.27178520718,0,1,98,186,23,50,3,6,12,0
1877,1992,Basic,Divorced,49211.10587183101,1,1,78,488,14,137,1,1,8,0
1878,1997,Graduation,Married,64015.75431336875,0,0,16,35,25,504,3,2,8,0
1879,1960,PhD,Together,21042.530779538276,2,0,31,26,172,236,0,2,6,0
1880,1996,Master,Single,44351.48083734009,0,0,6,13,58,60,3,5,7,0
1881,1972,PhD,Divorced,52091.60278690968,2,1,82,230,0,95,0,2,8,0
1882,1965,Graduation,Together,72605.98427237057,0,0,70,367,1,33,2,3,6,1
1883,1980,PhD,Single,65608.22127874965,0,0,68,41,28,2,3,7,8,0
1884,1960,PhD,Married,44150.45924765166,0,1,57,305,29,51,1,1,7,0
1885,1965,2n Cycle,Married,58358.955146467626,0,0,39,194,63,69,0,4,6,0
1886,1957,Graduation,Married,77131.38203453964,0,0,84,1310,29,124,3,4,7,0
1887,1953,Graduation,Divorced,48000.230331548795,0,1,47,379,7,432,3,4,4,0
1888,1989,Master,Married,45822.70079129385,1,1,50,321,18,443,2,3,4,0
1889,1953,Graduation,Married,15000.0,0,1,56,253,49,10,3,4,8,0
1890,1974,PhD,Married,46418.5532931438,1,0,70,1781,76,143,2,1,5,0
1891,1952,PhD,Married,17207.45922630957,0,0,36,1180,8,6,1,3,5,0
1892,1981,Basic,Married,49713.30641933586,2,1,86,231,23,156,3,4,5,0
1893,1952,PhD,Widow,71762.70286485495,0,0,74,182,5,18,4,6,5,0
1894,1976,PhD,Together,15000.0,0,1,73,186,20,438,0,3,9,0
1895,1978,Graduation,Together,76684.1764924158,0,1,84,167,2,299,0,1,6,0
1896,1981,Graduation,Single,45395.53746687603,0,2,54,227,85,3,2,2,6,0
1897,1999,Graduation,Married,51456.70265746788,0,0,40,95,30,228,4,2,12,0
1898,1968,Graduation,Married,41951.604397229166,0,0,96,784,57,151,1,2,5,0
1899,1970,PhD,Married,17735.26234902681,1,0,19,202,191,102,4,1,7,0
1900,1954,Master,Married,36340.21651407519,2,1,32,553,6,138,2,6,3,0
1901,1967,PhD,Together,93948.20136898968,0,0,39,193,35,170,2,5,4,1
1902,1977,Master,Married,30079.09007493097,2,0,98,380,65,323,2,4,6,1
1903,1991,2n Cycle,Married,20229.152765488994,2,0,33,123,25,218,3,4,5,0
1904,1971,Master,Together,54825.82054814206,1,0,61,294,30,128,1,5,3,1
1905,1970,PhD,Divorced,50284.46969655367,0,0,99,206,15,261,2,3,4,0
1906,1955,PhD,Single,45533.40418408704,0,0,90,137,33,650,9,2,5,1
1907,1950,Graduation,Single,52288.95886704512,0,1,18,639,15,53,1,5,5,1
1908,1954,Graduation,Single,64884.05221392313,1,0,42,35,19,18,1,2,5,0
1909,1990,Graduation,Married,40256.72800429372,0,0,68,200,3,197,1,5,6,0
1910,1961,2n Cycle,Single,55888.204165652336,0,1,62,64,0,576,2,5,9,0
1911,1975,Master,Married,72477.49324260007,0,1,92,592,1,18,1,6,4,0
1912,1995,Graduation,Single,32094.2266649041,0,0,9,87,6,84,2,3,5,0
1913,1983,Graduation,Together,15000.0,1,0,12,301,18,9,4,3,6,1
1914,1998,Master,Married,65416.16984191832,0,1,92,54,0,224,1,1,6,1
1915,1963,Graduation,Single,102059.25151205946,1,0,4,155,5,445,1,4,4,1
1916,1975,Graduation,Divorced,51852.90692702369,1,0,57,688,45,103,2,1,6,0
1917,1994,Basic,Married,56038.64402131912,0,0,58,54,43,79,2,3,4,0
1918,1976,Graduation,Single,46083.83133812019,0,0,75,326,46,357,3,4,3,0
1919,1958,Graduation,Married,83761.21683020517,1,0,58,68,76,21,2,2,7,0
1920,1975,PhD,Together,50444.86134110267,0,1,76,161,3,333,1,3,8,0
1921,1996,Basic,Together,48268.716799701295,0,1,85,233,5,74,2,4,11,0
1922,1971,PhD,Together,70217.27628538405,0,0,14,258,12,122,2,5,6,0
1923,1996,Graduation,Divorced,42314.540756063565,0,0,76,276,74,112,1,7,6,0
1924,1979,Graduation,Divorced,26306.125978482913,0,1,0,306,44,143,4,11,7,0
1925,1992,Graduation,Single,69646.00759091388,0,0,37,95,11,427,3,8,4,0
1926,1997,PhD,Married,40169.05584655709,0,0,52,153,2,452,3,6,8,0
1927,1966,Master,Divorced,32490.79944647974,0,1,51,11,28,266,2,4,3,0
1928,1975,Graduation,Married,94000.96317146374,1,1,0,439,8,31,0,7,8,0
1929,1985,Basic,Divorced,48428.06393554576,0,0,10,544,22,60,2,3,7,0
1930,1950,Graduation,Married,61884.52164594666,1,1,57,66,85,100,4,2,5,1
1931,1957,Graduation,Married,52590.56482015553,0,0,39,67,25,353,1,4,4,0
1932,1998,Graduation,Single,34273.610192593434,1,0,85,12,77,110,2,4,6,0
1933,1984,Graduation,Married,65788.67240043845,0,0,98,1055,14,568,0,6,4,0
1934,1964,PhD,Married,58291.57967573449,1,1,59,493,30,618,2,6,4,0
1935,1996,PhD,Married,38812.403367201354,0,1,43,134,67,136,4,6,8,0
1936,1971,Graduation,Married,60663.806757126775,1,1,5,197,26,314,2,2,6,0
1937,1963,PhD,Married,41713.79811739996,0,0,27,103,28,1073,2,4,3,0
1938,1975,Graduation,Married,29910.0927978294,0,0,30,272,37,284,1,6,9,0
1939,1977,Master,Together,27886.654912957536,0,0,7,379,64,160,2,2,4,1
1940,1972,2n Cycle,Married,57401.17241925957,1,0,4,177,2,279,3,3,7,0
1941,1963,Graduation,Single,44345.381401431114,1,0,53,620,12,12,4,2,7,0
1942,1973,PhD,Married,82034.08038087923,0,2,16,218,15,151,6,1,5,0
1943,1951,Graduation,Divorced,51140.83773324086,1,1,37,46,72,36,1,1,5,0
1944,1994,Graduation,Divorced,36295.93413092836,1,0,8,292,93,18,0,3,3,0
1945,1975,Graduation,Married,55156.35277287824,2,0,73,186,3,335,0,3,4,0
1946,1963,Master,Single,26114.653568507874,1,0,83,823,3,153,1,9,9,1
1947,1956,PhD,Single,50317.37518950595,1,1,77,149,81,41,0,3,7,0
1948,1952,Graduation,Widow,58383.33552956551,0,1,13,154,10,73,3,8,7,0
1949,1996,Master,Together,55913.44615270611,1,1,25,315,8,543,2,6,4,0
1950,1972,PhD,Married,78055.99861039517,0,0,92,224,1,297,1,3,12,0
1951,1995,Master,Together,103950.34251688901,2,0,61,140,9,2,1,5,7,0
1952,1992,PhD,Together,65427.947426825696,0,2,90,1374,35,585,1,5,11,0
1953,1996,PhD,Together,75575.9265557104,0,2,24,107,16,68,0,2,4,0
1954,1994,Graduation,Married,102869.2531931448,0,0,79,97,21,178,1,5,10,0
1955,1967,Graduation,Divorced,31875.483043670483,1,0,35,599,74,187,3,3,8,1
1956,1987,2n Cycle,Widow,54612.54817550017,2,0,97,1,3,364,3,5,8,0
1957,1984,Graduation,Married,42440.06935826683,0,1,79,67,2,324,1,5,4,0
1958,1964,2n Cycle,Married,68853.15420522145,1,1,32,267,57,49,4,3,4,0
1959,1974,PhD,Married,57432.378389532416,1,1,2,53,44,154,3,4,4,0
1960,1986,Graduation,Single,35631.35360192132,1,0,86,1276,9,75,0,5,9,0
1961,1977,Graduation,Single,52218.95632694089,0,0,10,187,11,111,2,4,6,0
1962,1959,Graduation,Together,72938.45479311771,1,0,57,272,11,121,3,7,10,0
1963,1988,2n Cycle,Together,25925.507379498675,0,2,63,52,31,75,4,7,1,0
1964,1966,Graduation,Together,36053.10888722042,1,0,17,102,1,93,2,2,7,0
1965,1988,Graduation,Married,33054.498299163824,0,1,46,286,20,35,3,2,6,0
1966,1971,Graduation,Together,58527.9311097382,0,0,43,239,4,140,0,4,6,0
1967,1975,Graduation,Single,76810.32159229921,1,2,92,460,51,213,2,3,8,0
1968,1993,Graduation,Widow,15000.0,0,1,58,94,14,84,1,3,5,1
1969,1974,Graduation,Divorced,53887.971269571666,0,0,49,317,22,570,3,10,5,0
1970,1966,Master,Divorced,33515.58565449632,1,1,68,103,0,8,1,4,3,0
1971,1962,Graduation,Together,72108.05549659969,0,0,87,265,1,133,4,7,7,1
1972,1969,Graduation,Together,47260.63448857492,0,0,28,278,33,131,1,1,6,0
1973,1974,Graduation,Single,54613.47878154795,0,0,92,38,43,5,3,4,8,0
1974,1953,Graduation,Divorced,51973.2600959588,0,2,89,238,37,38,5,3,14,0
1975,1959,2n Cycle,Married,74484.3760637969,0,2,66,3,40,353,1,2,4,0
1976,1952,PhD,Married,92972.63061595566,0,0,1,208,3,117,1,4,5,0
1977,1990,Graduation,Married,29306.693402371176,2,1,24,358,35,86,0,7,2,0
1978,1994,PhD,Together,32948.87764010696,0,1,18,22,6,80,0,2,5,0
1979,1967,Graduation,Married,58429.95805109414,0,1,39,837,3,328,0,3,7,0
1980,1996,Graduation,Married,35671.953033961625,0,0,1,184,42,68,2,3,5,0
1981,1985,2n Cycle,Married,70671.67540800548,0,0,82,836,66,294,1,2,4,0
1982,1996,Master,Married,73882.34918168675,1,1,64,34,37,55,1,5,5,0
1983,1971,2n Cycle,Divorced,41068.47375507084,1,0,61,898,49,113,1,2,4,0
1984,1983,Graduation,Married,36729.2546671705,0,0,90,34,141,23,1,6,7,0
1985,1996,PhD,Single,46504.41956694562,0,1,53,185,4,261,6,6,6,0
1986,1957,Graduation,Together,54080.36427926037,0,0,44,834,100,199,2,2,2,0
1987,1989,Graduation,Divorced,58296.74379790384,1,2,48,79,27,113,3,2,5,0
1988,1998,Master,Married,15000.0,0,0,98,10,50,3,3,0,7,0
1989,1993,Graduation,Widow,32650.88962299763,0,2,68,472,31,98,3,5,10,0
1990,1968,Master,Together,43918.01302258832,0,0,37,271,25,38,4,4,4,1
1991,1991,Master,Widow,36060.213365062256,1,0,3,216,36,80,1,4,10,0
1992,1990,Graduation,Divorced,15000.0,1,0,16,10,11,291,4,8,7,1
1993,1986,PhD,Married,15000.0,2,1,52,317,77,220,2,4,9,0
1994,1955,PhD,Married,25892.829488312662,0,1,84,56,3,41,2,1,4,0
